0, 0, 22, 1
1, 1, 10, 1
2, 2, 26, 2
3, 3, 79, 1
4, 4, 59, 1
5, 5, 93, 1
6, 6, 18, 2
7, 7, 65, 1
8, 8, 62, 2
9, 9, 55, 1
10, 10, 27, 2
11, 11, 77, 1
12, 12, 72, 1
13, 13, 61, 2
14, 14, 7, 1
15, 15, 18, 1
16, 16, 54, 2
17, 17, 3, 1
18, 18, 5, 1
19, 19, 16, 1
20, 20, 57, 1
21, 21, 39, 1
22, 22, 48, 1
23, 23, 86, 2
24, 24, 33, 2
25, 25, 1, 2
26, 26, 31, 2
27, 27, 82, 1
28, 28, 37, 2
29, 29, 38, 1
30, 30, 77, 2
31, 31, 65, 1
32, 32, 19, 1
33, 33, 73, 1
34, 34, 28, 1
35, 35, 38, 2
36, 36, 25, 2
37, 37, 16, 1
38, 38, 5, 1
39, 39, 75, 1
40, 40, 46, 2
41, 41, 49, 2
42, 42, 10, 1
43, 43, 60, 2
44, 44, 36, 1
45, 45, 88, 2
46, 46, 38, 2
47, 47, 25, 2
48, 48, 3, 1
49, 49, 73, 1
50, 50, 45, 1
51, 51, 77, 2
52, 52, 26, 1
53, 53, 69, 2
54, 54, 86, 1
55, 55, 43, 1
56, 56, 2, 1
57, 57, 89, 1
58, 58, 24, 2
59, 59, 79, 1
60, 60, 94, 2
61, 61, 91, 2
62, 62, 96, 1
63, 63, 71, 1
64, 64, 62, 2
65, 65, 59, 1
66, 66, 17, 2
67, 67, 2, 1
68, 68, 12, 2
69, 69, 62, 2
70, 70, 42, 1
71, 71, 40, 1
72, 72, 58, 2
73, 73, 78, 1
74, 74, 3, 2
75, 75, 40, 1
76, 76, 68, 1
77, 77, 87, 1
78, 78, 60, 2
79, 79, 96, 1
80, 80, 73, 2
81, 81, 19, 1
82, 82, 6, 2
83, 83, 2, 2
84, 84, 21, 2
85, 85, 81, 2
86, 86, 27, 1
87, 87, 58, 1
88, 88, 51, 1
89, 89, 39, 1
90, 90, 31, 2
91, 91, 8, 2
92, 92, 41, 2
93, 93, 70, 1
94, 94, 51, 2
95, 95, 10, 2
96, 96, 37, 2
97, 97, 68, 2
98, 98, 44, 1
99, 99, 20, 2
100, 100, 40, 2
101, 101, 33, 2
102, 102, 49, 1
103, 103, 41, 2
104, 104, 48, 1
105, 105, 44, 1
106, 106, 78, 2
107, 107, 93, 2
108, 108, 44, 2
109, 109, 80, 1
110, 110, 14, 1
111, 111, 10, 1
112, 112, 85, 1
113, 113, 36, 2
114, 114, 26, 1
115, 115, 83, 2
116, 116, 6, 1
117, 117, 71, 1
118, 118, 67, 2
119, 119, 43, 2
120, 120, 36, 2
121, 121, 66, 2
122, 122, 90, 1
123, 123, 13, 2
124, 124, 47, 1
125, 125, 76, 2
126, 126, 95, 2
127, 127, 70, 2
128, 128, 88, 2
129, 129, 53, 1
130, 130, 19, 1
131, 131, 83, 1
132, 132, 30, 2
133, 133, 25, 2
134, 134, 77, 2
135, 135, 56, 2
136, 136, 48, 1
137, 137, 42, 2
138, 138, 16, 1
139, 139, 7, 1
140, 140, 2, 2
141, 141, 20, 1
142, 142, 10, 1
143, 143, 79, 2
144, 144, 80, 2
145, 145, 47, 2
146, 146, 41, 2
147, 147, 91, 2
148, 148, 62, 1
149, 149, 22, 2
150, 150, 40, 1
151, 151, 4, 2
152, 152, 4, 2
153, 153, 28, 2
154, 154, 62, 1
155, 155, 45, 2
156, 156, 54, 1
157, 157, 95, 1
158, 158, 93, 2
159, 159, 31, 2
160, 160, 50, 2
161, 161, 70, 2
162, 162, 27, 1
163, 163, 64, 1
164, 164, 25, 2
165, 165, 92, 1
166, 166, 71, 1
167, 167, 29, 2
168, 168, 18, 2
169, 169, 71, 1
170, 170, 49, 2
171, 171, 32, 1
172, 172, 60, 2
173, 173, 33, 1
174, 174, 13, 2
175, 175, 53, 1
176, 176, 63, 1
177, 177, 34, 2
178, 178, 13, 2
179, 179, 45, 2
180, 180, 92, 2
181, 181, 62, 2
182, 182, 17, 2
183, 183, 59, 1
184, 184, 24, 1
185, 185, 87, 1
186, 186, 18, 2
187, 187, 52, 2
188, 188, 24, 2
189, 189, 11, 1
190, 190, 92, 1
191, 191, 14, 1
192, 192, 58, 1
193, 193, 6, 2
194, 194, 12, 1
195, 195, 85, 2
196, 196, 15, 2
197, 197, 96, 2
198, 198, 24, 1
199, 199, 19, 2
